Custody,Sentence_Length,Gender,Age_Cont,Ethnicity,Offence,Prev_Convictions,GP_first,AF_Injury,AF_Vuln_Victim,AF_Rep_Assault,AF_Weapon,MF_Remorse,MF_Good_Char
1,114,Male,23,1,Affray,4 to 9,0,0,0,0,0,0,0
0,NA,Male,19,1,Affray,1 to 3,0,0,0,0,0,0,0
1,107,Male,21,1,Affray,None,0,0,0,0,0,0,0
0,NA,Male,29,0,Affray,None,0,0,0,0,0,0,0
1,279,Male,40,0,Intent,1 to 3,1,1,1,1,1,0,0
1,141,Male,32,0,Affray,1 to 3,1,0,1,0,0,0,0
1,171,Female,22,0,GBH,None,0,1,0,0,0,1,0
1,136,Male,33,1,Affray,4 to 9,0,0,0,0,0,0,0
0,NA,Female,30,0,Affray,None,0,0,0,0,0,1,0
0,NA,Male,27,0,Affray,None,1,0,1,1,0,1,0
0,NA,Male,63,0,GBH,None,1,0,0,0,0,1,0
0,NA,Male,47,0,Affray,None,1,0,0,1,1,0,0
0,NA,Male,25,0,Affray,None,0,0,0,0,1,0,0
1,171,Male,24,1,Affray,4 to 9,1,1,1,1,1,0,0
0,NA,Male,32,0,Affray,1 to 3,0,0,0,0,0,0,0
0,NA,Male,19,0,GBH,1 to 3,1,1,0,0,0,1,0
1,31,Male,24,0,Harassment,1 to 3,0,0,0,0,0,0,0
1,169,Male,28,1,Affray,4 to 9,1,1,0,0,1,0,0
1,31,Male,29,1,Assault,1 to 3,0,0,0,0,0,0,0
1,62,Male,28,0,Affray,None,0,0,0,0,0,0,0
0,NA,Male,58,0,Affray,4 to 9,1,0,0,1,1,1,1
0,NA,Male,61,0,Harassment,4 to 9,1,0,0,0,0,0,0
1,116,Male,21,0,Affray,1 to 3,1,0,0,0,1,0,0
0,NA,Male,39,0,Affray,None,1,1,0,0,1,0,0
1,138,Male,20,1,GBH,None,0,1,0,1,0,0,0
1,139,Male,44,0,Affray,1 to 3,0,1,0,1,1,0,0
0,NA,Female,37,0,Assault,4 to 9,1,0,0,1,0,1,0
0,NA,Male,29,1,Harassment,None,0,0,0,0,1,1,0
1,142,Male,32,0,Affray,1 to 3,0,0,0,1,1,0,0
0,NA,Female,28,0,GBH,None,1,0,0,0,0,0,0
0,NA,Male,45,0,Affray,1 to 3,0,0,0,0,0,0,0
1,142,Male,20,0,GBH,1 to 3,0,1,0,0,0,0,0
0,NA,Male,22,0,GBH,None,1,1,0,0,0,1,1
1,59,Male,42,0,Affray,None,1,0,0,0,0,0,0
1,55,Female,28,0,Affray,None,1,1,0,1,1,0,0
1,109,Male,43,1,GBH,1 to 3,1,1,0,0,0,1,0
1,80,Male,35,0,Affray,10 or more,1,0,0,0,0,0,0
1,56,Male,22,1,Affray,10 or more,1,0,0,0,0,0,0
0,NA,Male,18,1,GBH,None,1,1,0,0,0,1,1
1,166,Female,56,1,Intent,None,1,0,0,0,1,0,1
0,NA,Male,34,0,Affray,None,1,0,0,0,0,1,1
1,113,Male,26,1,Affray,1 to 3,0,1,1,1,0,0,0
1,163,Male,18,1,GBH,None,1,1,0,0,1,0,0
1,114,Male,35,1,GBH,None,1,0,0,0,1,0,0
0,NA,Male,24,0,Harassment,None,1,1,0,0,1,0,0
0,NA,Male,33,1,Affray,None,0,0,0,0,1,0,1
1,31,Male,39,1,Harassment,None,1,1,0,0,0,0,0
0,NA,Male,24,0,Affray,None,1,0,0,0,1,1,1
0,NA,Male,38,0,Assault,1 to 3,1,0,0,0,0,1,0
0,NA,Male,21,0,Affray,None,1,0,0,0,1,1,1
1,113,Male,25,0,Assault,None,1,1,1,1,1,0,0
0,NA,Male,20,0,GBH,None,0,0,0,0,0,0,0
1,194,Male,18,0,GBH,None,0,1,0,0,1,0,0
0,NA,Male,24,0,Harassment,1 to 3,0,0,0,0,0,0,0
1,81,Male,29,0,Affray,1 to 3,0,0,0,1,0,0,0
1,109,Male,20,0,Affray,None,1,1,0,1,1,0,0
1,137,Male,24,1,Affray,None,0,1,1,1,1,0,0
1,29,Male,33,0,Harassment,None,1,0,0,0,0,0,0
0,NA,Male,25,0,Affray,None,1,1,0,0,0,0,0
0,NA,Male,29,0,GBH,None,1,0,0,0,1,1,0
1,87,Male,39,0,Affray,1 to 3,0,0,1,1,0,0,0
0,NA,Male,40,0,Affray,None,1,0,0,0,0,1,0
0,NA,Male,25,0,GBH,None,0,0,1,0,0,0,0
0,NA,Male,22,1,GBH,None,1,0,0,0,0,1,0
0,NA,Male,21,0,GBH,None,1,0,0,0,1,1,1
1,113,Male,33,0,GBH,1 to 3,1,0,0,1,0,0,0
0,NA,Male,23,0,Harassment,4 to 9,1,0,0,0,0,0,0
0,NA,Male,33,0,GBH,None,0,0,0,0,1,1,0
1,167,Female,22,0,Intent,None,1,1,0,0,0,1,0
0,NA,Male,34,1,GBH,None,0,0,0,0,1,1,0
1,137,Male,30,0,GBH,None,0,0,0,0,1,0,0
0,NA,Male,18,0,Affray,None,1,0,0,0,0,1,0
1,51,Male,22,0,GBH,1 to 3,1,0,0,0,1,1,0
1,52,Male,28,0,Affray,None,0,0,0,0,0,1,0
1,136,Male,33,0,GBH,1 to 3,1,0,0,0,1,1,0
0,NA,Male,41,0,Affray,1 to 3,1,0,1,0,0,1,0
0,NA,Male,31,0,Harassment,None,1,0,0,0,0,0,0
1,193,Male,33,1,Intent,1 to 3,1,0,0,0,0,1,0
1,165,Male,19,0,Affray,4 to 9,1,0,0,0,0,0,0
0,NA,Male,22,0,Affray,None,0,0,0,0,0,0,0
1,173,Male,23,1,Affray,None,0,0,0,0,0,0,0
0,NA,Male,26,1,Affray,None,0,0,0,0,0,0,1
0,NA,Female,20,1,Harassment,4 to 9,0,0,0,0,0,0,0
1,165,Male,22,0,Affray,4 to 9,0,0,1,1,0,0,0
0,NA,Female,37,0,Affray,None,1,0,0,0,0,0,0
1,163,Male,21,1,Affray,None,1,0,0,0,0,0,0
0,NA,Male,36,1,Affray,None,1,0,0,0,0,1,1
0,NA,Male,33,0,Affray,None,0,0,0,0,0,0,0
0,NA,Male,24,0,Affray,None,0,0,0,0,0,0,0
1,278,Male,31,0,Intent,None,1,1,0,0,0,0,0
1,281,Male,26,0,Intent,None,1,1,0,0,0,0,0
1,282,Male,32,0,Intent,None,1,1,0,0,0,1,1
0,NA,Male,34,0,Harassment,None,0,0,0,0,0,0,0
1,112,Male,35,1,Affray,None,0,0,0,0,0,0,0
1,283,Male,28,0,Intent,None,0,1,0,0,1,0,1
1,282,Male,53,0,Intent,4 to 9,0,1,0,0,1,0,0
1,113,Male,38,1,Affray,None,1,0,0,0,0,0,0
1,84,Male,32,1,Affray,None,1,1,0,1,0,0,0
1,165,Male,28,0,Affray,None,1,0,1,0,1,0,1
0,NA,Male,29,0,Affray,1 to 3,0,0,0,0,1,1,0
0,NA,Female,22,0,Affray,1 to 3,0,0,0,0,0,0,0
0,NA,Male,42,0,Affray,None,0,0,0,0,0,0,0
1,82,Male,22,0,GBH,None,0,0,0,0,0,1,1
0,NA,Male,41,1,Affray,1 to 3,1,0,0,1,1,1,0
0,NA,Male,27,0,GBH,None,0,0,0,0,0,0,0
1,55,Male,21,1,Affray,4 to 9,0,0,0,0,1,0,0
1,88,Male,33,1,GBH,1 to 3,1,0,1,0,0,0,0
1,54,Male,22,1,GBH,10 or more,1,0,0,0,0,0,0
0,NA,Male,47,0,Affray,None,1,0,1,0,0,1,0
0,NA,Male,20,0,Assault,1 to 3,1,0,0,0,0,0,0
1,56,Male,19,0,Affray,1 to 3,1,0,0,0,0,0,0
1,141,Male,31,0,Affray,1 to 3,1,1,1,1,1,1,0
1,24,Male,28,0,Assault,None,1,0,0,0,0,0,0
0,NA,Male,34,0,Affray,None,0,0,0,0,0,0,0
0,NA,Male,19,0,Affray,1 to 3,0,1,0,1,1,0,0
1,274,Male,39,0,Intent,1 to 3,0,1,0,0,1,0,0
1,283,Male,54,0,Intent,None,1,1,1,1,1,1,0
0,NA,Male,49,1,Assault,None,1,0,1,0,1,1,0
1,162,Male,42,1,GBH,4 to 9,1,0,1,0,0,0,0
1,55,Male,50,0,Affray,4 to 9,1,0,0,1,0,0,0
1,28,Male,49,0,Assault,1 to 3,0,1,0,0,1,0,0
1,82,Male,19,0,Affray,4 to 9,0,1,0,0,0,1,0
1,27,Male,22,0,Assault,4 to 9,0,1,1,0,0,0,0
1,30,Male,22,0,Assault,4 to 9,0,1,1,0,0,0,0
0,NA,Male,33,1,Affray,None,1,0,0,0,0,0,0
1,141,Male,51,1,Affray,4 to 9,0,0,0,1,1,1,0
0,NA,Male,19,1,Affray,1 to 3,1,0,0,0,0,0,0
0,NA,Male,27,1,Affray,None,1,0,1,0,0,0,0
1,116,Male,21,0,Affray,1 to 3,1,0,1,1,1,0,0
1,135,Male,33,1,Affray,1 to 3,1,1,1,1,1,0,0
1,55,Male,20,0,Affray,4 to 9,1,0,0,0,1,0,0
0,NA,Female,37,0,GBH,4 to 9,0,1,0,0,1,1,0
0,NA,Male,30,0,Harassment,4 to 9,1,0,0,0,1,0,0
0,NA,Male,21,0,Assault,None,1,0,0,0,0,1,1
0,NA,Male,18,0,Affray,None,1,0,0,0,1,1,1
1,285,Male,34,0,Intent,4 to 9,1,0,0,1,1,0,0
1,87,Male,25,0,Affray,1 to 3,1,0,1,1,1,0,0
1,138,Male,28,0,Affray,1 to 3,0,0,0,1,0,0,0
1,167,Male,56,1,Harassment,10 or more,0,0,1,0,0,0,0
0,NA,Male,23,0,Affray,4 to 9,1,0,0,0,0,0,0
1,60,Male,43,1,Assault,None,1,1,1,0,1,0,0
1,284,Male,32,0,Intent,4 to 9,0,1,0,0,1,0,0
1,256,Male,24,0,Intent,4 to 9,1,0,0,0,1,1,0
0,NA,Male,44,0,Assault,1 to 3,1,0,0,0,0,0,0
0,NA,Male,28,0,Affray,None,0,0,0,0,0,0,0
0,NA,Male,24,0,Affray,None,1,0,0,1,0,1,0
0,NA,Male,25,0,Affray,1 to 3,0,0,0,1,0,0,0
0,NA,Male,24,0,Affray,None,0,0,1,0,1,1,1
1,84,Male,33,0,GBH,1 to 3,1,0,0,0,1,0,0
0,NA,Male,34,0,Assault,None,1,0,0,0,0,1,1
0,NA,Male,22,0,Affray,1 to 3,1,0,0,0,1,1,0
0,NA,Male,22,1,GBH,1 to 3,0,0,0,0,0,0,0
0,NA,Male,19,1,Affray,None,1,0,0,0,1,1,1
0,NA,Male,19,0,Affray,None,1,0,0,0,0,1,1
0,NA,Male,29,1,GBH,4 to 9,0,1,0,0,1,0,0
0,NA,Male,45,0,Affray,None,1,0,0,0,0,0,0
0,NA,Male,24,0,Affray,None,1,1,0,1,1,1,0
1,257,Female,32,0,Intent,None,0,1,0,0,1,1,1
0,NA,Female,19,1,Assault,None,1,0,0,0,1,0,0
0,NA,Male,20,1,Assault,None,1,0,0,0,1,0,0
1,87,Male,50,1,Affray,None,0,0,0,0,1,0,0
0,NA,Female,22,1,Affray,None,1,0,0,0,0,1,1
0,NA,Male,20,0,Affray,None,1,0,0,0,0,1,1
1,60,Male,35,1,Affray,1 to 3,1,0,0,0,0,0,0
0,NA,Female,40,1,Affray,1 to 3,1,0,0,0,0,1,0
1,81,Male,39,0,Affray,1 to 3,1,0,0,0,0,1,0
1,111,Male,32,1,Affray,1 to 3,1,1,0,1,1,1,0
0,NA,Male,41,1,Affray,None,0,0,0,1,1,0,0
0,NA,Male,33,0,Affray,None,0,0,0,1,1,0,0
1,30,Male,20,1,Assault,1 to 3,1,0,0,0,0,0,0
0,NA,Male,22,0,Affray,1 to 3,1,0,0,1,0,0,0
0,NA,Male,50,0,Assault,None,0,0,1,1,0,1,1
0,NA,Male,32,0,Affray,None,1,0,0,0,1,0,0
0,NA,Male,24,0,GBH,1 to 3,1,1,0,0,0,1,0
0,NA,Male,20,0,Affray,None,1,0,0,0,1,1,1
0,NA,Male,34,0,Affray,None,1,0,0,0,1,1,1
0,NA,Male,19,1,GBH,None,0,0,0,0,1,0,1
0,NA,Male,25,0,Affray,None,1,0,0,0,0,0,0
0,NA,Male,19,1,Affray,None,1,0,0,0,0,0,0
0,NA,Male,18,1,Affray,None,1,0,0,0,0,1,0
0,NA,Male,24,1,Affray,None,1,0,0,0,0,1,0
0,NA,Male,18,0,Affray,None,0,0,0,0,0,1,1
0,NA,Male,31,0,Affray,None,1,0,0,1,1,0,1
0,NA,Male,40,0,Affray,None,1,0,0,0,0,0,0
0,NA,Male,40,0,Assault,None,0,0,0,0,0,0,0
0,NA,Male,24,0,Assault,None,0,0,0,0,0,0,0
1,139,Male,19,1,GBH,None,1,1,0,0,0,0,0
0,NA,Male,27,0,Affray,None,1,0,0,0,0,1,0
1,24,Male,42,1,Assault,None,0,0,0,0,1,0,1
0,NA,Male,48,0,Harassment,None,1,0,0,0,0,1,0
1,32,Male,54,0,Assault,1 to 3,1,0,0,0,1,0,0
1,135,Male,27,0,Affray,1 to 3,1,0,0,0,1,1,0
0,NA,Male,44,1,Assault,None,1,0,0,0,0,0,0
1,249,Male,37,0,Intent,1 to 3,0,0,0,0,0,0,0
0,NA,Male,19,1,Affray,None,0,0,0,0,0,1,1
1,283,Male,20,0,Intent,1 to 3,0,0,0,0,1,1,0
1,165,Male,34,0,GBH,None,0,1,0,0,1,0,0
1,55,Male,23,0,Harassment,1 to 3,1,0,0,0,0,0,0
0,NA,Male,30,0,GBH,None,1,0,0,0,0,1,0
1,199,Male,54,0,Intent,None,1,0,1,0,0,1,1
0,NA,Male,51,0,Affray,1 to 3,1,1,0,0,1,0,0
1,108,Male,22,0,Affray,4 to 9,0,0,0,0,1,0,0
1,167,Male,30,1,GBH,None,0,1,0,1,1,0,0
1,275,Male,38,0,Intent,1 to 3,1,0,0,0,0,0,0
0,NA,Female,31,0,Cruelty_Child,None,1,0,0,0,0,0,0
0,NA,Male,20,1,GBH,None,1,0,0,0,0,1,1
1,82,Female,57,0,Harassment,1 to 3,0,0,1,0,0,0,0
1,191,Male,48,0,Intent,None,1,0,1,0,0,0,0
0,NA,Male,39,0,Affray,None,0,0,0,0,0,1,1
0,NA,Male,23,0,Affray,None,0,0,0,0,0,1,0
0,NA,Male,30,0,Harassment,4 to 9,1,0,0,0,0,1,0
0,NA,Female,25,0,Cruelty_Child,None,1,0,0,0,0,1,0
1,51,Male,25,0,Affray,4 to 9,1,0,0,0,0,1,0
0,NA,Male,30,0,GBH,4 to 9,1,0,0,0,0,1,0
0,NA,Male,18,0,Affray,None,0,0,0,0,0,0,1
0,NA,Male,49,0,Assault,None,1,0,0,0,0,0,0
0,NA,Male,35,1,Affray,10 or more,0,0,0,0,0,1,0
0,NA,Male,26,0,GBH,None,0,0,1,0,0,1,1
1,82,Male,22,0,GBH,1 to 3,1,0,0,0,1,0,0
0,NA,Male,59,0,Intent,None,1,0,0,0,1,1,1
1,87,Male,40,1,Affray,None,1,0,0,0,0,0,0
1,79,Male,33,0,Affray,None,0,1,0,0,0,1,0
1,116,Male,52,0,Harassment,None,1,0,0,0,0,0,0
0,NA,Male,23,0,Affray,None,1,0,0,0,0,0,0
1,83,Male,22,0,Affray,None,1,0,0,0,0,0,0
1,141,Male,34,0,Affray,1 to 3,0,0,1,0,0,0,0
0,NA,Female,22,1,Affray,None,1,0,0,1,0,0,0
0,NA,Male,18,0,Affray,None,1,0,0,1,0,0,0
0,NA,Male,63,0,Affray,None,1,0,0,0,0,0,0
0,NA,Male,27,0,Affray,1 to 3,1,0,0,0,0,0,0
0,NA,Male,23,0,Affray,None,1,0,0,0,0,0,0
0,NA,Male,23,0,Affray,4 to 9,1,0,0,0,0,0,0
0,NA,Male,35,0,Affray,1 to 3,1,0,0,0,0,0,0
0,NA,Male,21,0,Affray,None,1,0,0,0,0,0,0
1,164,Male,26,1,Affray,1 to 3,1,1,0,1,1,0,0
1,143,Male,18,1,Affray,None,1,1,0,0,1,1,0
1,117,Female,54,1,Affray,None,0,0,0,0,1,0,0
1,166,Male,32,0,Affray,None,0,0,0,0,1,0,0
1,135,Male,29,1,Affray,1 to 3,1,0,0,0,1,0,0
1,87,Male,40,1,Affray,1 to 3,1,0,0,1,1,1,0
1,53,Male,36,0,Affray,None,1,0,0,1,1,0,0
0,NA,Male,23,0,Assault,1 to 3,1,0,1,0,0,0,0
1,164,Male,26,1,GBH,1 to 3,1,0,1,0,0,0,0
1,143,Female,21,0,Affray,None,1,0,1,1,1,0,0
0,NA,Female,61,0,Affray,None,1,0,0,0,1,1,1
0,NA,Male,20,0,Harassment,None,1,0,1,0,0,1,1
1,59,Male,31,0,Assault,4 to 9,1,0,0,0,1,1,0
1,80,Male,23,0,Affray,None,1,0,0,1,1,1,1
0,NA,Male,48,1,Harassment,4 to 9,1,0,0,0,0,0,0
1,87,Male,19,0,GBH,None,0,1,0,1,0,1,1
1,81,Male,23,0,GBH,None,1,1,0,1,0,1,1
1,166,Female,28,1,GBH,None,0,0,0,1,1,1,1
0,NA,Male,21,1,GBH,None,0,0,0,0,0,1,1
0,NA,Male,33,0,Affray,None,0,0,0,0,0,1,0
1,172,Male,21,1,Affray,4 to 9,0,1,1,1,1,0,0
0,NA,Male,42,1,GBH,1 to 3,0,1,0,1,0,0,0
0,NA,Female,24,0,Affray,None,0,0,0,0,1,0,0
0,NA,Male,24,0,Affray,None,0,0,0,0,0,1,1
0,NA,Male,32,0,Affray,None,1,0,0,0,0,1,0
1,85,Male,21,0,Affray,1 to 3,1,0,0,0,1,0,0
0,NA,Male,35,0,Assault,None,1,0,0,0,0,1,1
0,NA,Male,36,1,Harassment,4 to 9,0,0,0,0,0,0,0
1,168,Male,43,0,GBH,None,0,1,0,0,0,1,0
1,137,Male,43,1,Affray,None,0,0,1,1,1,0,0
1,83,Male,25,0,Affray,None,1,0,0,0,1,0,0
0,NA,Male,19,0,Affray,1 to 3,1,0,0,1,1,0,0
0,NA,Male,34,0,Affray,None,1,0,1,1,1,1,0
0,NA,Male,50,0,Affray,1 to 3,1,0,1,1,0,1,0
1,141,Male,39,0,Affray,1 to 3,0,0,0,1,1,0,0
0,NA,Male,24,1,Affray,None,1,1,0,0,1,1,1
0,NA,Male,40,1,Affray,None,1,0,1,0,1,1,0
0,NA,Male,25,1,Affray,None,1,1,0,0,0,1,1
1,172,Male,20,0,Affray,1 to 3,1,1,1,1,1,0,0
1,163,Male,33,0,GBH,1 to 3,0,0,0,0,1,0,0
1,164,Male,18,0,GBH,4 to 9,0,0,0,0,1,0,0
1,275,Male,27,0,Intent,10 or more,1,0,0,1,1,1,0
0,NA,Female,31,1,Affray,1 to 3,1,1,0,0,0,1,0
1,144,Male,43,0,Affray,1 to 3,1,1,0,0,1,0,0
1,165,Male,27,1,Affray,4 to 9,1,1,0,0,1,0,0
1,144,Male,51,1,Affray,4 to 9,0,0,0,0,1,0,0
0,NA,Male,28,0,Harassment,1 to 3,1,0,0,0,0,0,0
1,141,Male,23,0,Affray,None,1,0,0,0,0,0,0
1,23,Male,31,0,Cruelty_Child,None,1,0,0,0,0,0,0
0,NA,Male,24,0,Affray,None,1,1,1,1,0,1,1
0,NA,Male,40,0,Harassment,None,1,0,0,0,0,1,0
1,170,Male,53,1,Affray,1 to 3,0,0,0,0,1,0,0
0,NA,Male,26,0,Affray,None,1,0,0,0,0,0,0
0,NA,Male,30,0,GBH,None,0,0,0,0,1,1,0
0,NA,Male,21,0,Affray,None,1,0,0,0,0,1,0
0,NA,Male,32,1,Affray,None,1,0,0,0,1,1,0
0,NA,Male,24,0,GBH,None,1,0,0,0,1,0,0
0,NA,Male,41,1,Affray,None,1,1,1,1,0,1,0
0,NA,Male,27,1,Harassment,None,1,0,0,0,0,1,0
1,29,Female,29,0,Cruelty_Child,None,1,0,0,0,0,0,0
0,NA,Male,23,0,GBH,None,0,0,0,0,0,1,0
1,275,Male,24,1,Intent,None,0,0,0,0,1,0,1
1,170,Male,18,0,Intent,None,0,0,0,0,1,1,0
1,108,Male,24,1,GBH,None,1,0,0,0,1,0,0
0,NA,Male,31,0,Affray,None,1,0,0,0,1,0,0
1,279,Male,61,0,Intent,4 to 9,1,0,0,0,1,1,0
1,220,Male,27,0,Intent,4 to 9,1,0,0,0,1,0,0
0,NA,Male,45,0,Harassment,None,1,0,0,0,0,0,0
1,136,Male,33,1,Affray,None,0,1,0,1,1,0,0
0,NA,Female,38,0,Affray,None,0,0,0,0,0,0,0
1,164,Male,19,1,Affray,4 to 9,0,0,0,0,1,1,0
0,NA,Male,34,0,Harassment,10 or more,1,0,0,0,0,0,0
0,NA,Male,64,0,Affray,None,1,0,0,0,1,0,1
0,NA,Female,22,0,Affray,None,1,0,0,0,0,0,0
0,NA,Male,46,0,Affray,4 to 9,1,0,0,0,1,0,0
0,NA,Male,20,0,Affray,1 to 3,1,0,0,0,0,0,0
1,56,Male,27,1,Affray,4 to 9,1,0,0,0,1,1,0
0,NA,Male,41,0,Harassment,1 to 3,1,0,0,0,0,0,0
1,282,Male,21,0,Intent,1 to 3,1,0,0,0,1,0,0
0,NA,Female,19,1,Cruelty_Child,None,1,0,1,0,0,0,0
1,107,Male,20,0,GBH,None,1,0,1,0,0,0,0
1,84,Male,20,1,Affray,1 to 3,1,0,0,0,1,1,0
0,NA,Male,20,0,Affray,None,1,0,0,1,1,1,1
1,113,Male,26,0,Affray,1 to 3,1,0,0,0,1,0,0
0,NA,Male,31,1,Affray,1 to 3,1,0,0,0,1,1,0
0,NA,Female,51,1,GBH,None,1,0,0,0,1,1,1
0,NA,Male,19,0,Affray,None,0,0,0,1,0,1,0
0,NA,Male,39,0,Affray,4 to 9,0,1,1,0,0,1,0
1,109,Male,19,0,Affray,1 to 3,0,0,1,0,0,0,0
0,NA,Male,37,1,Assault,None,0,0,1,0,0,0,0
0,NA,Male,44,0,Affray,None,1,0,0,0,0,0,0
0,NA,Male,49,0,Harassment,None,1,0,0,0,0,0,0
0,NA,Male,18,0,Affray,None,1,0,0,0,0,0,0
0,NA,Male,24,0,Affray,None,1,0,0,0,0,0,0
0,NA,Male,18,0,Affray,None,1,0,0,0,0,0,0
1,170,Male,23,0,Affray,None,1,0,0,0,0,0,0
1,57,Male,18,0,Affray,1 to 3,1,0,0,0,0,0,0
0,NA,Male,19,0,GBH,None,1,0,0,0,1,1,1
1,166,Male,29,1,GBH,1 to 3,0,0,0,0,1,0,0
1,280,Male,20,0,Intent,None,1,1,0,1,1,1,1
1,275,Male,50,0,Intent,None,1,1,0,1,1,1,0
1,117,Male,26,1,Affray,1 to 3,1,0,1,1,1,1,0
0,NA,Male,31,0,GBH,None,1,0,0,0,0,1,1
1,53,Male,20,1,Assault,1 to 3,1,0,1,1,1,0,0
1,168,Male,30,1,GBH,10 or more,0,1,0,1,0,0,0
0,NA,Female,44,0,Affray,1 to 3,0,0,0,0,1,0,0
1,135,Male,24,0,GBH,1 to 3,0,0,0,0,0,0,0
0,NA,Male,41,1,Affray,1 to 3,1,0,0,0,0,0,0
0,NA,Male,25,0,Affray,1 to 3,1,0,0,0,0,0,0
0,NA,Male,42,0,Affray,None,1,0,0,1,1,1,0
1,165,Male,40,0,Affray,4 to 9,1,0,0,0,1,0,0
1,112,Male,23,0,Affray,1 to 3,1,0,0,0,0,1,0
1,88,Male,19,0,Affray,1 to 3,1,0,1,0,0,0,0
1,170,Male,26,1,Affray,4 to 9,0,0,1,1,0,0,0
1,109,Male,44,1,Assault,1 to 3,1,0,1,0,1,1,0
0,NA,Male,43,1,GBH,1 to 3,1,0,1,0,0,1,0
0,NA,Male,19,0,Affray,None,0,0,0,0,1,1,0
0,NA,Male,21,1,Affray,None,0,0,0,0,0,1,1
0,NA,Male,54,0,Affray,1 to 3,0,0,0,0,0,0,0
1,115,Male,26,0,Affray,1 to 3,0,0,0,0,1,0,0
0,NA,Male,51,0,Affray,None,1,0,0,0,0,0,0
0,NA,Male,43,0,Affray,None,1,0,0,0,0,0,0
0,NA,Male,40,0,Affray,None,0,0,0,0,0,1,0
0,NA,Male,31,0,Affray,1 to 3,1,1,1,1,0,0,0
1,171,Male,24,1,GBH,1 to 3,0,0,0,0,1,0,0
0,NA,Male,28,0,GBH,None,1,0,0,0,0,0,0
0,NA,Male,21,0,Affray,None,1,0,0,0,0,1,1
0,NA,Male,18,0,Affray,None,1,0,0,0,0,1,1
0,NA,Male,20,0,Affray,None,1,0,0,0,0,0,0
1,24,Male,28,0,GBH,None,1,0,0,0,0,1,0
0,NA,Male,22,0,GBH,None,0,0,0,0,1,0,0
0,NA,Male,18,0,GBH,None,1,0,0,0,1,0,0
0,NA,Male,27,1,GBH,None,0,0,0,0,1,1,0
1,164,Male,36,0,Affray,None,0,0,0,0,0,0,0
1,163,Male,22,1,Affray,4 to 9,1,1,0,0,1,0,0
0,NA,Male,30,1,Harassment,None,1,0,0,0,0,1,1
1,145,Male,31,0,Affray,None,1,0,1,1,1,0,1
0,NA,Male,29,0,Affray,4 to 9,0,0,0,0,1,1,0
1,163,Male,25,0,GBH,1 to 3,0,0,0,1,0,0,0
1,165,Male,24,0,Affray,None,1,0,0,0,0,0,0
1,169,Female,19,1,GBH,1 to 3,0,0,0,0,1,0,0
1,164,Male,20,1,GBH,4 to 9,0,0,0,1,1,1,0
1,52,Male,33,1,Affray,None,0,0,0,0,0,0,0
1,165,Male,19,1,GBH,1 to 3,0,1,0,0,1,1,0
1,51,Male,18,1,Intent,1 to 3,1,0,0,0,0,1,0
0,NA,Male,19,0,GBH,None,1,0,0,0,1,1,0
1,163,Male,41,0,Affray,10 or more,0,1,0,0,0,0,0
0,NA,Male,51,1,Harassment,1 to 3,1,0,0,0,0,1,0
0,NA,Male,34,0,Affray,1 to 3,0,0,0,0,0,0,0
0,NA,Male,18,1,Affray,1 to 3,0,0,0,0,0,0,0
0,NA,Male,35,0,Affray,None,1,0,0,0,0,1,0
1,108,Male,18,0,GBH,None,1,0,0,0,0,0,0
1,87,Male,35,1,Affray,1 to 3,1,0,0,1,0,1,0
1,138,Male,20,1,GBH,4 to 9,1,0,1,0,0,0,0
1,248,Male,20,0,Intent,4 to 9,1,0,0,1,1,1,0
0,NA,Female,21,0,Affray,None,1,0,0,0,1,1,1
0,NA,Male,18,1,Affray,1 to 3,1,1,0,0,1,0,0
0,NA,Male,21,0,Harassment,None,1,0,0,0,0,1,0
1,201,Male,20,0,Intent,1 to 3,1,0,0,0,1,1,0
1,23,Male,22,0,Assault,None,1,1,0,0,0,0,0
1,83,Male,26,1,Harassment,None,1,0,0,0,0,0,0
1,79,Male,25,0,Harassment,None,1,0,0,0,0,0,0
0,NA,Male,28,0,GBH,None,1,0,0,0,0,1,0
0,NA,Male,23,0,Affray,1 to 3,1,0,1,0,0,1,0
1,223,Male,21,1,GBH,1 to 3,1,1,1,1,1,0,0
1,223,Female,25,0,GBH,10 or more,1,1,1,1,1,0,0
1,172,Male,31,1,Affray,None,1,1,1,0,0,0,0
0,NA,Male,19,1,Affray,None,1,0,0,1,0,0,0
1,79,Male,36,1,Affray,None,1,1,0,0,1,0,0
1,82,Male,35,0,Harassment,4 to 9,1,0,0,0,0,0,0
1,164,Male,23,0,GBH,None,0,1,0,0,0,0,0
1,140,Male,22,0,Affray,4 to 9,0,0,1,1,0,0,0
1,169,Male,32,1,GBH,1 to 3,0,0,1,1,1,0,0
0,NA,Male,47,0,GBH,None,1,0,1,0,0,0,0
1,219,Female,23,0,GBH,None,0,0,1,1,0,0,0
1,87,Male,22,0,Affray,1 to 3,1,0,0,0,1,0,0
1,165,Male,50,1,Affray,4 to 9,0,0,0,1,1,0,0
0,NA,Male,27,0,Harassment,None,0,0,0,0,0,0,0
0,NA,Female,47,0,GBH,None,0,0,0,0,1,1,0
1,86,Male,25,0,GBH,1 to 3,1,0,0,0,0,1,0
1,89,Male,21,1,Affray,None,1,0,0,0,0,0,0
1,170,Male,43,0,Affray,None,0,0,0,1,0,0,0
